Customer_ID,Customer_Name,Gender,Age,City,Customer_Segment,Region
CUST0465,Customer_465,Female,62,Kolkata,Home Office,East
CUST0466,Customer_466,Male,29,Ahmedabad,Corporate,West
CUST0467,Customer_467,Male,50,Pune,Corporate,West
CUST0468,Customer_468,Female,62,Mumbai,Home Office,West
CUST0469,Customer_469,Male,43,Pune,Consumer,West
CUST0470,Customer_470,Female,56,Pune,Corporate,West
CUST0471,Customer_471,Male,45,Ahmedabad,Consumer,West
CUST0472,Customer_472,Female,22,Bangalore,Corporate,South
CUST0473,Customer_473,Male,25,Delhi,Consumer,North
CUST0474,Customer_474,Female,42,Bangalore,Consumer,South
CUST0475,Customer_475,Male,44,Ahmedabad,Consumer,West
CUST0476,Customer_476,Female,63,Bangalore,Consumer,South
CUST0477,Customer_477,Male,40,Hyderabad,Corporate,South
CUST0478,Customer_478,Female,47,Mumbai,Consumer,West
CUST0479,Customer_479,Female,62,Bangalore,Consumer,South
CUST0480,Customer_480,Male,64,Kolkata,Consumer,East
CUST0481,Customer_481,Female,40,Chennai,Consumer,South
CUST0482,Customer_482,Female,64,Kolkata,Corporate,East
CUST0483,Customer_483,Male,37,Chennai,Corporate,South
CUST0484,Customer_484,Female,35,Pune,Corporate,West
CUST0485,Customer_485,Female,35,Hyderabad,Home Office,South
CUST0486,Customer_486,Female,19,Mumbai,Corporate,West
CUST0487,Customer_487,Male,21,Kolkata,Consumer,East
CUST0488,Customer_488,Male,47,Mumbai,Corporate,West
CUST0489,Customer_489,Female,50,Kolkata,Home Office,East
CUST0490,Customer_490,Female,53,Pune,Consumer,West
CUST0491,Customer_491,Male,35,Chennai,Corporate,South
CUST0492,Customer_492,Female,54,Delhi,Corporate,North
CUST0493,Customer_493,Male,36,Hyderabad,Consumer,South
CUST0494,Customer_494,Male,64,Kolkata,Consumer,East
CUST0495,Customer_495,Male,45,Kolkata,Consumer,East
CUST0496,Customer_496,Male,57,Pune,Home Office,West
CUST0497,Customer_497,Female,37,Hyderabad,Corporate,South
CUST0498,Customer_498,Male,50,Chennai,Consumer,South
CUST0499,Customer_499,Female,29,Chennai,Home Office,South
CUST0500,Customer_500,Female,32,Kolkata,Consumer,East
CUST0501,Customer_501,Female,58,Delhi,Consumer,North
CUST0502,Customer_502,Male,56,Delhi,Corporate,North
CUST0503,Customer_503,Male,19,Mumbai,Corporate,West
CUST0504,Customer_504,Female,46,Hyderabad,Consumer,South
CUST0505,Customer_505,Female,58,Hyderabad,Consumer,South
CUST0506,Customer_506,Male,27,Chennai,Consumer,South
CUST0507,Customer_507,Female,19,Mumbai,Consumer,West
CUST0508,Customer_508,Female,28,Pune,Consumer,West
CUST0509,Customer_509,Female,30,Hyderabad,Consumer,South
CUST0510,Customer_510,Female,27,Mumbai,Consumer,West
CUST0511,Customer_511,Female,31,Mumbai,Consumer,West
CUST0512,Customer_512,Male,35,Kolkata,Consumer,East
CUST0513,Customer_513,Female,26,Chennai,Consumer,South
CUST0514,Customer_514,Female,56,Mumbai,Home Office,West
CUST0515,Customer_515,Male,45,Ahmedabad,Corporate,West
CUST0516,Customer_516,Male,20,Delhi,Consumer,North
CUST0517,Customer_517,Male,37,Ahmedabad,Consumer,West
CUST0518,Customer_518,Female,23,Delhi,Consumer,North
CUST0519,Customer_519,Female,44,Bangalore,Consumer,South
CUST0520,Customer_520,Male,19,Chennai,Consumer,South
CUST0521,Customer_521,Female,46,Kolkata,Consumer,East
CUST0522,Customer_522,Male,55,Pune,Consumer,West
CUST0523,Customer_523,Female,20,Ahmedabad,Corporate,West
CUST0524,Customer_524,Female,33,Ahmedabad,Consumer,West
CUST0525,Customer_525,Female,47,Bangalore,Consumer,South
CUST0526,Customer_526,Male,57,Delhi,Corporate,North
CUST0527,Customer_527,Male,19,Kolkata,Consumer,East
CUST0528,Customer_528,Male,34,Bangalore,Consumer,South
CUST0529,Customer_529,Male,58,Chennai,Consumer,South
CUST0530,Customer_530,Female,29,Kolkata,Consumer,East
CUST0531,Customer_531,Female,52,Chennai,Corporate,South
CUST0532,Customer_532,Female,60,Mumbai,Consumer,West
CUST0533,Customer_533,Female,18,Hyderabad,Consumer,South
CUST0534,Customer_534,Female,62,Mumbai,Consumer,West
CUST0535,Customer_535,Female,32,Chennai,Consumer,South
CUST0536,Customer_536,Female,43,Ahmedabad,Home Office,West
CUST0537,Customer_537,Female,54,Kolkata,Corporate,East
CUST0538,Customer_538,Male,38,Delhi,Consumer,North
CUST0539,Customer_539,Male,48,Pune,Consumer,West
CUST0540,Customer_540,Male,42,Delhi,Consumer,North
CUST0541,Customer_541,Female,40,Kolkata,Home Office,East
CUST0542,Customer_542,Female,41,Mumbai,Consumer,West
CUST0543,Customer_543,Male,55,Pune,Consumer,West
CUST0544,Customer_544,Female,45,Kolkata,Consumer,East
CUST0545,Customer_545,Female,38,Chennai,Consumer,South
CUST0546,Customer_546,Male,60,Ahmedabad,Consumer,West
CUST0547,Customer_547,Male,35,Delhi,Consumer,North
CUST0548,Customer_548,Female,53,Chennai,Consumer,South
CUST0549,Customer_549,Male,52,Pune,Consumer,West
CUST0550,Customer_550,Female,62,Pune,Consumer,West
CUST0551,Customer_551,Male,26,Delhi,Home Office,North
CUST0552,Customer_552,Female,55,Chennai,Consumer,South
CUST0553,Customer_553,Female,47,Bangalore,Consumer,South
CUST0554,Customer_554,Female,61,Chennai,Corporate,South
CUST0555,Customer_555,Female,51,Pune,Consumer,West
CUST0556,Customer_556,Male,49,Chennai,Consumer,South
CUST0557,Customer_557,Male,20,Ahmedabad,Corporate,West
CUST0558,Customer_558,Male,20,Kolkata,Consumer,East
CUST0559,Customer_559,Female,45,Mumbai,Home Office,West
CUST0560,Customer_560,Female,61,Ahmedabad,Consumer,West
CUST0561,Customer_561,Female,32,Bangalore,Consumer,South
CUST0562,Customer_562,Male,58,Hyderabad,Consumer,South
CUST0563,Customer_563,Male,40,Kolkata,Consumer,East
CUST0564,Customer_564,Male,57,Mumbai,Corporate,West
CUST0565,Customer_565,Male,28,Hyderabad,Corporate,South
CUST0566,Customer_566,Female,49,Delhi,Corporate,North
CUST0567,Customer_567,Male,53,Hyderabad,Home Office,South
CUST0568,Customer_568,Male,50,Kolkata,Corporate,East
CUST0569,Customer_569,Female,41,Chennai,Consumer,South
CUST0570,Customer_570,Male,56,Kolkata,Consumer,East
CUST0571,Customer_571,Male,51,Ahmedabad,Consumer,West
CUST0572,Customer_572,Female,45,Hyderabad,Consumer,South
CUST0573,Customer_573,Male,54,Pune,Corporate,West
CUST0574,Customer_574,Female,24,Mumbai,Consumer,West
CUST0575,Customer_575,Female,21,Mumbai,Consumer,West
CUST0576,Customer_576,Female,54,Hyderabad,Consumer,South
CUST0577,Customer_577,Male,18,Mumbai,Consumer,West
CUST0578,Customer_578,Female,18,Pune,Consumer,West
CUST0579,Customer_579,Male,64,Kolkata,Consumer,East
CUST0580,Customer_580,Male,37,Mumbai,Consumer,West
CUST0581,Customer_581,Male,36,Hyderabad,Consumer,South
CUST0582,Customer_582,Female,46,Bangalore,Corporate,South
CUST0583,Customer_583,Male,27,Bangalore,Consumer,South
CUST0584,Customer_584,Male,35,Delhi,Consumer,North
CUST0585,Customer_585,Female,45,Ahmedabad,Consumer,West
CUST0586,Customer_586,Male,52,Mumbai,Consumer,West
CUST0587,Customer_587,Male,60,Ahmedabad,Consumer,West
CUST0588,Customer_588,Male,64,Kolkata,Consumer,East
CUST0589,Customer_589,Male,48,Hyderabad,Consumer,South
CUST0590,Customer_590,Male,44,Mumbai,Consumer,West
CUST0591,Customer_591,Male,28,Chennai,Consumer,South
CUST0592,Customer_592,Female,55,Pune,Consumer,West
CUST0593,Customer_593,Male,22,Mumbai,Corporate,West
CUST0594,Customer_594,Male,25,Mumbai,Consumer,West
CUST0595,Customer_595,Female,51,Ahmedabad,Home Office,West
CUST0596,Customer_596,Male,29,Ahmedabad,Consumer,West
CUST0597,Customer_597,Female,55,Bangalore,Consumer,South
CUST0598,Customer_598,Male,18,Pune,Corporate,West
CUST0599,Customer_599,Male,48,Hyderabad,Corporate,South
CUST0600,Customer_600,Male,21,Mumbai,Consumer,West
CUST0601,Customer_601,Male,62,Bangalore,Consumer,South
CUST0602,Customer_602,Male,22,Ahmedabad,Consumer,West
CUST0603,Customer_603,Male,47,Delhi,Consumer,North
CUST0604,Customer_604,Male,41,Pune,Consumer,West
CUST0605,Customer_605,Male,20,Bangalore,Consumer,South
CUST0606,Customer_606,Male,28,Bangalore,Consumer,South
CUST0607,Customer_607,Male,62,Kolkata,Consumer,East
CUST0608,Customer_608,Male,21,Bangalore,Corporate,South
CUST0609,Customer_609,Male,43,Kolkata,Home Office,East
CUST0610,Customer_610,Female,44,Mumbai,Home Office,West
CUST0611,Customer_611,Male,63,Mumbai,Consumer,West
CUST0612,Customer_612,Female,60,Ahmedabad,Corporate,West
CUST0613,Customer_613,Female,44,Delhi,Home Office,North
CUST0614,Customer_614,Male,59,Chennai,Consumer,South
CUST0615,Customer_615,Female,23,Chennai,Consumer,South
CUST0616,Customer_616,Female,32,Chennai,Home Office,South
CUST0617,Customer_617,Male,47,Ahmedabad,Consumer,West
CUST0618,Customer_618,Male,59,Kolkata,Consumer,East
CUST0619,Customer_619,Female,54,Ahmedabad,Consumer,West
CUST0620,Customer_620,Female,54,Pune,Consumer,West
CUST0621,Customer_621,Male,59,Pune,Corporate,West
CUST0622,Customer_622,Male,54,Delhi,Consumer,North
CUST0623,Customer_623,Male,52,Pune,Consumer,West
CUST0624,Customer_624,Male,40,Chennai,Consumer,South
CUST0625,Customer_625,Female,23,Chennai,Consumer,South
CUST0626,Customer_626,Male,21,Ahmedabad,Consumer,West
CUST0627,Customer_627,Male,35,Bangalore,Consumer,South
CUST0628,Customer_628,Female,26,Pune,Home Office,West
CUST0629,Customer_629,Male,46,Ahmedabad,Consumer,West
CUST0630,Customer_630,Male,30,Mumbai,Consumer,West
CUST0631,Customer_631,Female,64,Mumbai,Corporate,West
CUST0632,Customer_632,Female,34,Bangalore,Consumer,South
CUST0633,Customer_633,Male,62,Bangalore,Corporate,South
CUST0634,Customer_634,Male,49,Bangalore,Corporate,South
CUST0635,Customer_635,Male,39,Ahmedabad,Corporate,West
CUST0636,Customer_636,Male,21,Mumbai,Consumer,West
CUST0637,Customer_637,Male,22,Chennai,Consumer,South
CUST0638,Customer_638,Male,54,Bangalore,Consumer,South
CUST0639,Customer_639,Male,58,Delhi,Consumer,North
CUST0640,Customer_640,Male,30,Kolkata,Corporate,East
CUST0641,Customer_641,Male,51,Ahmedabad,Corporate,West
CUST0642,Customer_642,Male,62,Bangalore,Corporate,South
CUST0643,Customer_643,Male,39,Kolkata,Home Office,East
CUST0644,Customer_644,Male,40,Hyderabad,Corporate,South
CUST0645,Customer_645,Male,20,Bangalore,Consumer,South
CUST0646,Customer_646,Female,59,Mumbai,Consumer,West
CUST0647,Customer_647,Female,51,Pune,Corporate,West
CUST0648,Customer_648,Female,49,Bangalore,Consumer,South
CUST0649,Customer_649,Female,62,Ahmedabad,Consumer,West
CUST0650,Customer_650,Male,38,Pune,Consumer,West
CUST0651,Customer_651,Male,63,Hyderabad,Corporate,South
CUST0652,Customer_652,Male,61,Delhi,Consumer,North
CUST0653,Customer_653,Female,38,Pune,Corporate,West
CUST0654,Customer_654,Female,61,Kolkata,Corporate,East
CUST0655,Customer_655,Male,28,Chennai,Consumer,South
CUST0656,Customer_656,Male,56,Bangalore,Consumer,South
CUST0657,Customer_657,Male,21,Hyderabad,Consumer,South
CUST0658,Customer_658,Male,18,Hyderabad,Corporate,South
CUST0659,Customer_659,Female,45,Pune,Corporate,West
CUST0660,Customer_660,Female,41,Delhi,Home Office,North
CUST0661,Customer_661,Male,52,Mumbai,Consumer,West
CUST0662,Customer_662,Female,30,Bangalore,Consumer,South
CUST0663,Customer_663,Female,64,Hyderabad,Consumer,South
CUST0664,Customer_664,Male,51,Delhi,Corporate,North
CUST0665,Customer_665,Male,28,Chennai,Consumer,South
CUST0666,Customer_666,Male,53,Hyderabad,Consumer,South
CUST0667,Customer_667,Male,34,Delhi,Consumer,North
CUST0668,Customer_668,Male,52,Ahmedabad,Consumer,West
CUST0669,Customer_669,Male,35,Mumbai,Consumer,West
CUST0670,Customer_670,Male,57,Mumbai,Consumer,West
CUST0671,Customer_671,Male,39,Hyderabad,Consumer,South
CUST0672,Customer_672,Female,41,Kolkata,Consumer,East
CUST0673,Customer_673,Male,36,Hyderabad,Corporate,South
CUST0674,Customer_674,Male,54,Pune,Corporate,West
CUST0675,Customer_675,Male,56,Bangalore,Consumer,South
CUST0676,Customer_676,Female,38,Delhi,Corporate,North
CUST0677,Customer_677,Male,25,Hyderabad,Consumer,South
CUST0678,Customer_678,Male,45,Bangalore,Consumer,South
CUST0679,Customer_679,Female,22,Pune,Home Office,West
CUST0680,Customer_680,Female,34,Ahmedabad,Corporate,West
CUST0681,Customer_681,Female,54,Ahmedabad,Corporate,West
CUST0682,Customer_682,Male,53,Bangalore,Consumer,South
CUST0683,Customer_683,Male,36,Hyderabad,Consumer,South
CUST0684,Customer_684,Female,44,Mumbai,Home Office,West
CUST0685,Customer_685,Female,51,Delhi,Consumer,North
CUST0686,Customer_686,Female,28,Delhi,Consumer,North
CUST0687,Customer_687,Female,62,Ahmedabad,Corporate,West
CUST0688,Customer_688,Male,64,Ahmedabad,Corporate,West
CUST0689,Customer_689,Female,29,Mumbai,Home Office,West
CUST0690,Customer_690,Male,38,Kolkata,Consumer,East
CUST0691,Customer_691,Male,28,Hyderabad,Home Office,South
CUST0692,Customer_692,Male,56,Ahmedabad,Consumer,West
CUST0693,Customer_693,Male,45,Ahmedabad,Consumer,West
CUST0694,Customer_694,Male,22,Ahmedabad,Consumer,West
CUST0695,Customer_695,Male,34,Delhi,Consumer,North
CUST0696,Customer_696,Female,37,Hyderabad,Consumer,South
CUST0697,Customer_697,Male,58,Pune,Corporate,West
CUST0698,Customer_698,Female,63,Hyderabad,Consumer,South
CUST0699,Customer_699,Male,29,Bangalore,Consumer,South
CUST0700,Customer_700,Male,23,Mumbai,Consumer,West
CUST0701,Customer_701,Male,34,Kolkata,Consumer,East
CUST0702,Customer_702,Male,36,Ahmedabad,Consumer,West
CUST0703,Customer_703,Male,43,Ahmedabad,Corporate,West
CUST0704,Customer_704,Male,61,Hyderabad,Corporate,South
CUST0705,Customer_705,Male,61,Kolkata,Consumer,East
CUST0706,Customer_706,Female,49,Ahmedabad,Corporate,West
CUST0707,Customer_707,Male,23,Kolkata,Consumer,East
CUST0708,Customer_708,Female,53,Pune,Consumer,West
CUST0709,Customer_709,Male,55,Chennai,Corporate,South
CUST0710,Customer_710,Female,28,Mumbai,Consumer,West
CUST0711,Customer_711,Female,50,Kolkata,Home Office,East
CUST0712,Customer_712,Female,41,Delhi,Consumer,North
CUST0713,Customer_713,Male,40,Bangalore,Corporate,South
CUST0714,Customer_714,Male,32,Delhi,Consumer,North
CUST0715,Customer_715,Male,44,Ahmedabad,Consumer,West
CUST0716,Customer_716,Female,28,Pune,Consumer,West
CUST0717,Customer_717,Female,34,Pune,Corporate,West
CUST0718,Customer_718,Female,31,Delhi,Consumer,North
CUST0719,Customer_719,Male,44,Mumbai,Home Office,West
CUST0720,Customer_720,Female,35,Delhi,Consumer,North
CUST0721,Customer_721,Female,45,Hyderabad,Consumer,South
CUST0722,Customer_722,Male,64,Ahmedabad,Consumer,West
CUST0723,Customer_723,Male,64,Ahmedabad,Consumer,West
CUST0724,Customer_724,Female,21,Delhi,Home Office,North
CUST0725,Customer_725,Female,24,Bangalore,Consumer,South
CUST0726,Customer_726,Female,62,Bangalore,Corporate,South
CUST0727,Customer_727,Male,52,Ahmedabad,Consumer,West
CUST0728,Customer_728,Female,26,Chennai,Consumer,South
CUST0729,Customer_729,Male,25,Bangalore,Home Office,South
CUST0730,Customer_730,Male,62,Delhi,Consumer,North
CUST0731,Customer_731,Male,34,Bangalore,Consumer,South
CUST0732,Customer_732,Female,34,Ahmedabad,Home Office,West
CUST0733,Customer_733,Female,50,Mumbai,Home Office,West
CUST0734,Customer_734,Male,49,Kolkata,Consumer,East
CUST0735,Customer_735,Male,25,Bangalore,Consumer,South
CUST0736,Customer_736,Female,36,Hyderabad,Consumer,South
CUST0737,Customer_737,Male,55,Mumbai,Consumer,West
CUST0738,Customer_738,Female,20,Chennai,Corporate,South
CUST0739,Customer_739,Male,22,Hyderabad,Corporate,South
CUST0740,Customer_740,Male,30,Delhi,Consumer,North
CUST0741,Customer_741,Male,64,Kolkata,Consumer,East
CUST0742,Customer_742,Male,63,Delhi,Consumer,North
CUST0743,Customer_743,Female,48,Kolkata,Consumer,East
CUST0744,Customer_744,Male,33,Kolkata,Consumer,East
CUST0745,Customer_745,Male,49,Delhi,Consumer,North
CUST0746,Customer_746,Female,39,Hyderabad,Consumer,South
CUST0747,Customer_747,Male,46,Hyderabad,Consumer,South
CUST0748,Customer_748,Male,39,Kolkata,Consumer,East
CUST0749,Customer_749,Female,60,Hyderabad,Consumer,South
CUST0750,Customer_750,Female,20,Kolkata,Consumer,East
CUST0751,Customer_751,Male,27,Ahmedabad,Consumer,West
CUST0752,Customer_752,Female,59,Kolkata,Consumer,East
CUST0753,Customer_753,Female,38,Ahmedabad,Consumer,West
CUST0754,Customer_754,Male,33,Mumbai,Consumer,West
CUST0755,Customer_755,Male,29,Pune,Corporate,West
CUST0756,Customer_756,Female,19,Mumbai,Home Office,West
CUST0757,Customer_757,Female,58,Delhi,Corporate,North
CUST0758,Customer_758,Male,41,Pune,Consumer,West
CUST0759,Customer_759,Female,52,Bangalore,Home Office,South
CUST0760,Customer_760,Female,47,Delhi,Corporate,North
CUST0761,Customer_761,Male,47,Chennai,Consumer,South
CUST0762,Customer_762,Male,64,Mumbai,Consumer,West
CUST0763,Customer_763,Male,52,Hyderabad,Home Office,South
CUST0764,Customer_764,Female,36,Mumbai,Consumer,West
CUST0765,Customer_765,Male,25,Hyderabad,Consumer,South
CUST0766,Customer_766,Female,43,Pune,Corporate,West
CUST0767,Customer_767,Female,57,Chennai,Corporate,South
CUST0768,Customer_768,Female,24,Pune,Consumer,West
CUST0769,Customer_769,Male,47,Chennai,Consumer,South
CUST0770,Customer_770,Female,24,Mumbai,Consumer,West
CUST0771,Customer_771,Male,20,Hyderabad,Corporate,South
CUST0772,Customer_772,Female,18,Pune,Consumer,West
CUST0773,Customer_773,Male,53,Chennai,Consumer,South
CUST0774,Customer_774,Male,42,Kolkata,Corporate,East
CUST0775,Customer_775,Female,54,Delhi,Consumer,North
CUST0776,Customer_776,Male,18,Delhi,Corporate,North
CUST0777,Customer_777,Male,32,Pune,Consumer,West
CUST0778,Customer_778,Female,54,Hyderabad,Consumer,South
CUST0779,Customer_779,Female,30,Kolkata,Consumer,East
CUST0780,Customer_780,Female,57,Pune,Consumer,West
CUST0781,Customer_781,Female,25,Mumbai,Consumer,West
CUST0782,Customer_782,Male,22,Chennai,Consumer,South
CUST0783,Customer_783,Male,26,Ahmedabad,Corporate,West
CUST0784,Customer_784,Male,18,Mumbai,Home Office,West
CUST0785,Customer_785,Male,53,Delhi,Home Office,North
CUST0786,Customer_786,Female,52,Chennai,Consumer,South
CUST0787,Customer_787,Female,19,Pune,Consumer,West
CUST0788,Customer_788,Male,57,Mumbai,Consumer,West
CUST0789,Customer_789,Male,40,Bangalore,Corporate,South
CUST0790,Customer_790,Female,26,Ahmedabad,Consumer,West
CUST0791,Customer_791,Male,51,Hyderabad,Home Office,South
CUST0792,Customer_792,Female,63,Kolkata,Consumer,East
CUST0793,Customer_793,Male,31,Kolkata,Home Office,East
CUST0794,Customer_794,Female,21,Hyderabad,Corporate,South
CUST0795,Customer_795,Male,47,Bangalore,Corporate,South
CUST0796,Customer_796,Female,48,Delhi,Consumer,North
CUST0797,Customer_797,Female,55,Chennai,Consumer,South
CUST0798,Customer_798,Female,28,Hyderabad,Consumer,South
CUST0799,Customer_799,Female,52,Bangalore,Consumer,South
CUST0800,Customer_800,Female,25,Pune,Consumer,West
CUST0801,Customer_801,Female,20,Ahmedabad,Consumer,West
CUST0802,Customer_802,Male,31,Kolkata,Consumer,East
CUST0803,Customer_803,Female,30,Ahmedabad,Consumer,West
CUST0804,Customer_804,Female,62,Bangalore,Consumer,South
CUST0805,Customer_805,Male,49,Ahmedabad,Consumer,West
CUST0806,Customer_806,Female,51,Delhi,Home Office,North
CUST0807,Customer_807,Female,62,Delhi,Consumer,North
CUST0808,Customer_808,Female,36,Mumbai,Consumer,West
CUST0809,Customer_809,Male,55,Hyderabad,Consumer,South
CUST0810,Customer_810,Male,33,Mumbai,Corporate,West
CUST0811,Customer_811,Female,19,Ahmedabad,Consumer,West
CUST0812,Customer_812,Female,57,Kolkata,Consumer,East
CUST0813,Customer_813,Male,34,Bangalore,Consumer,South
CUST0814,Customer_814,Female,51,Chennai,Consumer,South
CUST0815,Customer_815,Female,59,Ahmedabad,Consumer,West
CUST0816,Customer_816,Male,33,Chennai,Home Office,South
CUST0817,Customer_817,Female,55,Delhi,Home Office,North
CUST0818,Customer_818,Male,19,Chennai,Consumer,South
CUST0819,Customer_819,Male,19,Chennai,Consumer,South
CUST0820,Customer_820,Male,43,Kolkata,Consumer,East
CUST0821,Customer_821,Female,30,Chennai,Consumer,South
CUST0822,Customer_822,Male,64,Ahmedabad,Consumer,West
CUST0823,Customer_823,Male,48,Bangalore,Consumer,South
CUST0824,Customer_824,Male,51,Chennai,Home Office,South
CUST0825,Customer_825,Male,56,Pune,Home Office,West
CUST0826,Customer_826,Female,20,Chennai,Consumer,South
CUST0827,Customer_827,Male,25,Chennai,Consumer,South
CUST0828,Customer_828,Male,40,Mumbai,Consumer,West
CUST0829,Customer_829,Female,31,Bangalore,Consumer,South
CUST0830,Customer_830,Male,44,Ahmedabad,Consumer,West
CUST0831,Customer_831,Male,46,Delhi,Consumer,North
CUST0832,Customer_832,Male,56,Mumbai,Home Office,West
CUST0833,Customer_833,Male,56,Ahmedabad,Corporate,West
CUST0834,Customer_834,Male,18,Hyderabad,Consumer,South
CUST0835,Customer_835,Male,34,Bangalore,Corporate,South
CUST0836,Customer_836,Male,58,Pune,Consumer,West
CUST0837,Customer_837,Female,47,Bangalore,Consumer,South
CUST0838,Customer_838,Male,30,Hyderabad,Consumer,South
CUST0839,Customer_839,Female,38,Hyderabad,Consumer,South
CUST0840,Customer_840,Female,36,Hyderabad,Consumer,South
CUST0841,Customer_841,Male,36,Kolkata,Consumer,East
CUST0842,Customer_842,Female,42,Delhi,Home Office,North
CUST0843,Customer_843,Male,39,Chennai,Consumer,South
CUST0844,Customer_844,Female,48,Bangalore,Consumer,South
CUST0845,Customer_845,Male,34,Ahmedabad,Consumer,West
CUST0846,Customer_846,Male,40,Kolkata,Corporate,East
CUST0847,Customer_847,Male,49,Ahmedabad,Consumer,West
CUST0848,Customer_848,Female,27,Chennai,Home Office,South
CUST0849,Customer_849,Male,27,Chennai,Home Office,South
CUST0850,Customer_850,Female,53,Pune,Consumer,West
CUST0851,Customer_851,Male,25,Hyderabad,Corporate,South
CUST0852,Customer_852,Female,37,Delhi,Consumer,North
CUST0853,Customer_853,Male,49,Pune,Consumer,West
CUST0854,Customer_854,Female,31,Mumbai,Corporate,West
CUST0855,Customer_855,Male,45,Kolkata,Consumer,East
CUST0856,Customer_856,Male,63,Kolkata,Consumer,East
CUST0857,Customer_857,Male,41,Delhi,Consumer,North
CUST0858,Customer_858,Male,32,Chennai,Consumer,South
CUST0859,Customer_859,Female,39,Ahmedabad,Home Office,West
CUST0860,Customer_860,Male,47,Kolkata,Consumer,East
CUST0861,Customer_861,Female,21,Delhi,Corporate,North
CUST0862,Customer_862,Male,30,Kolkata,Consumer,East
CUST0863,Customer_863,Male,40,Kolkata,Corporate,East
CUST0864,Customer_864,Male,25,Hyderabad,Consumer,South
CUST0865,Customer_865,Male,35,Mumbai,Consumer,West
CUST0866,Customer_866,Female,29,Hyderabad,Home Office,South
CUST0867,Customer_867,Male,48,Mumbai,Consumer,West
CUST0868,Customer_868,Male,31,Kolkata,Consumer,East
CUST0869,Customer_869,Female,51,Pune,Consumer,West
CUST0870,Customer_870,Female,35,Ahmedabad,Corporate,West
CUST0871,Customer_871,Male,51,Chennai,Consumer,South
CUST0872,Customer_872,Male,28,Kolkata,Home Office,East
CUST0873,Customer_873,Female,58,Mumbai,Consumer,West
CUST0874,Customer_874,Male,29,Mumbai,Consumer,West
CUST0875,Customer_875,Male,32,Mumbai,Corporate,West
CUST0876,Customer_876,Male,48,Kolkata,Corporate,East
CUST0877,Customer_877,Female,46,Delhi,Home Office,North
CUST0878,Customer_878,Female,43,Pune,Home Office,West
CUST0879,Customer_879,Male,35,Delhi,Consumer,North
CUST0880,Customer_880,Male,49,Chennai,Consumer,South
CUST0881,Customer_881,Male,39,Kolkata,Consumer,East
CUST0882,Customer_882,Female,55,Mumbai,Corporate,West
CUST0883,Customer_883,Male,34,Pune,Home Office,West
CUST0884,Customer_884,Male,40,Pune,Consumer,West
CUST0885,Customer_885,Female,41,Bangalore,Consumer,South
CUST0886,Customer_886,Male,25,Chennai,Consumer,South
CUST0887,Customer_887,Female,58,Ahmedabad,Corporate,West
CUST0888,Customer_888,Male,23,Ahmedabad,Consumer,West
CUST0889,Customer_889,Male,22,Pune,Consumer,West
CUST0890,Customer_890,Male,61,Kolkata,Consumer,East
CUST0891,Customer_891,Female,46,Mumbai,Corporate,West
CUST0892,Customer_892,Female,45,Mumbai,Corporate,West
CUST0893,Customer_893,Female,28,Pune,Consumer,West
CUST0894,Customer_894,Male,18,Delhi,Consumer,North
CUST0895,Customer_895,Female,60,Chennai,Consumer,South
CUST0896,Customer_896,Male,36,Mumbai,Corporate,West
CUST0897,Customer_897,Male,26,Pune,Home Office,West
CUST0898,Customer_898,Female,44,Mumbai,Consumer,West
CUST0899,Customer_899,Male,51,Ahmedabad,Consumer,West
CUST0900,Customer_900,Male,61,Pune,Consumer,West
CUST0901,Customer_901,Male,21,Chennai,Consumer,South
CUST0902,Customer_902,Male,53,Pune,Corporate,West
CUST0903,Customer_903,Male,35,Bangalore,Consumer,South
CUST0904,Customer_904,Female,32,Pune,Consumer,West
CUST0905,Customer_905,Male,30,Pune,Consumer,West
CUST0906,Customer_906,Female,36,Kolkata,Consumer,East
CUST0907,Customer_907,Female,23,Ahmedabad,Consumer,West
CUST0908,Customer_908,Male,29,Chennai,Consumer,South
CUST0909,Customer_909,Male,54,Kolkata,Consumer,East
CUST0910,Customer_910,Male,34,Pune,Corporate,West
CUST0911,Customer_911,Female,40,Chennai,Consumer,South
CUST0912,Customer_912,Male,43,Bangalore,Consumer,South
CUST0913,Customer_913,Female,46,Chennai,Home Office,South
CUST0914,Customer_914,Male,50,Mumbai,Consumer,West
CUST0915,Customer_915,Female,44,Kolkata,Corporate,East
CUST0916,Customer_916,Male,42,Chennai,Consumer,South
CUST0917,Customer_917,Male,27,Ahmedabad,Consumer,West
CUST0918,Customer_918,Female,64,Bangalore,Consumer,South
CUST0919,Customer_919,Female,40,Hyderabad,Consumer,South
CUST0920,Customer_920,Male,38,Pune,Consumer,West
CUST0921,Customer_921,Female,38,Chennai,Home Office,South
CUST0922,Customer_922,Male,60,Pune,Consumer,West
CUST0923,Customer_923,Female,30,Delhi,Consumer,North
CUST0924,Customer_924,Female,54,Mumbai,Consumer,West
CUST0925,Customer_925,Male,50,Kolkata,Consumer,East
CUST0926,Customer_926,Male,41,Mumbai,Consumer,West
CUST0927,Customer_927,Male,61,Delhi,Consumer,North
CUST0928,Customer_928,Male,28,Delhi,Corporate,North
CUST0929,Customer_929,Female,34,Kolkata,Home Office,East
CUST0930,Customer_930,Male,21,Chennai,Consumer,South
CUST0931,Customer_931,Male,64,Delhi,Consumer,North
